,scrapping_date,url,product_id,one_review_posted_time,one_review_title,one_review_text,one_review_stars
0,2020-10-26 01:05:56.984252,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Apr 12, 2020 11:27 AM",Love the 24” monitors,I hesitated to get 24” monitors since I don’t even have that big at my office. But since I’ve had to telework the last month they’ve been amazing!,5
1,2020-10-26 01:05:57.019499,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Jun 12, 2020 5:00 PM",Mounted 6 of these and they are awreome,"Great monitors, would buy again if I have the need

Key features for me: mounting and headphone jack",5
2,2020-10-26 01:05:57.048160,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"May 27, 2020 2:31 PM",Great for working from home,Just what I was looking for for my home office set-up while working at home during Covid. The monitor is nice and big and the included HDMI cable works perfectly with my laptop.,5
3,2020-10-26 01:05:57.077918,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Apr 17, 2020 11:06 PM",Good connection and color,"I have a 15 inch Apple MacBook Pro that I connected to this monitor. The screen is a plug and go model with 2 hdmi ports. It’s clear and the color, brightness settings can be changed easily on the monitor. I have had it for 6 weeks and my only issue is that the stand is a little wobbly. I plan to mount it on the wall, since it has the 4 screws on the back for a bracket mount. Now and then the screen flickers but it transitions very well from the laptop to the monitor. The HDMI also allows you to use your PC as a 2nd screen, with up to 4 windows open side by side.
I am so glad I bought this screen on sale and right before the Covid-19 stay home order. It has saved my eyes working at home now!",4
4,2020-10-26 01:05:57.107594,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Sep 24, 2020 4:24 PM",Dead Pixels,"The Monitor developed a line of dead pixels after about two weeks of usage. 

Other than that it actually works well for all I use it for.",2
5,2020-10-26 01:05:57.136484,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"May 29, 2020 6:33 PM",Very poor packaging,Please see attached images of how I have received the product/package. So far this is a very bad experience. This looks like a refurbished item or looks like it was already opened and re-packed.,1
6,2020-10-26 01:05:57.164484,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Jul 29, 2020 4:17 PM",Horrible Picture,Horrible picture quality.  Supposed to be 1080p hd and looks like sd. Grainy and pixels showing.  All color and graphics look terrible.,1
7,2020-10-26 01:05:57.191998,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Nov 2, 2019 2:40 PM",Exactly what I needed for a great price,"I got this for $70 off the retail price of $199.99, I was looking for a solution to be able to hook up my laptop and gaming console and pass-through audio to a pair of speakers, my other monitor an Acer, only had DVI and VGA and no audio I tried using an HDMI splitter that separates the audio but I believe due to the monitor not allowing audio and that I was using a DVI to HDMI cable the separated audio was just static. Now I have my laptop and PS4 hooked up and I have a pair of amazon basics speakers for audio and it works great. The monitor is bright and crisp no problems will probably buy a second one down the road and make it a dual monitor setup.",5
8,2020-10-26 01:05:57.220650,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Jul 4, 2020 4:38 PM",AMAZING BUDGET MONITOR,"I bought this monitor because i needed a good 2nd monitor. I saw that it was on sale for $109, so i bought it & it was the best purchase i have made in a while! The picture quality is great & there are no flickers. 12/10",5
9,2020-10-26 01:05:57.249718,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Apr 1, 2020 12:37 PM",Good monitor,"I bought this as a second screen for my laptop since we had to suddenly work from home due to the virus. The price is pretty great and the monitor looks great. I haven’t tried it out gaming yet, mostly for work. Very good price though.",5
10,2020-10-26 01:05:57.277067,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Jan 3, 2020 5:41 PM",Good Value for a second Monitor,Required an additional monitor for my wife to pull close for detail work when necessary. Set this up on 10 Dec so she hasn't worked with it much during the holidays. She likes it so far. This is a second monitor attached to an iMac. The resolution is crisp and the brightest is acceptable. Will have to see in a couple more months if she finds this acceptable on her eyes. I didn't give this the top score because we just haven't worked with it long enough.,4
11,2020-10-26 01:05:57.306080,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"May 31, 2020 9:49 AM",My ideal choice for a non-thunderbolt dual monitor,"Not much to say other than it was plug-in-play and performed as advertised!

I especially love the flexibility available with the 2 HDMI and 1 VGA port(s)!

The edges were slim enough to pair both together for a pleasant dual-monitor display!",5
12,2020-10-26 01:05:57.334010,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Oct 1, 2020 5:31 PM",Great for switching between my PC & Cable TV Feed,"I have a Big Screen TV and my PC in a room. Much of the time the TV is tied up with PC gaming with PS4, Nintendo Switch and another PC that uses the TV screen as its monitor. I got this LG monitor because it has 2 HDMI inputs. HDMI Port #1 connects to my PC. I have an HDMI Splitter connected to my cable box with 2 outputs that connect to my TV and HDMI port #2 on the LG. It works Great!!! The monitor has an audio port I currently use for headphones, but can hook to speakers if I want to later. Since the splitter is always feeding the cable box signal, I can switch between PC and Cable TV whenever I want. This filled a definite need I wanted and with a quality solution.",5
13,2020-10-26 01:05:57.370713,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Oct 4, 2020 4:42 PM",Excellent Monitor for work,"This is my second purchase of this monitor. I bought one when first told I'd be working from home in March.   It worked great in displaying the various apps I use for work.  Last month I got tired of the small print on my laptop screen, and when considering a second monitor went back to this model.  Great price too - not using it for video games but the clarity on Zoom is great.  Easy to setup and integrate with other devices.",5
14,2020-10-26 01:05:57.402802,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Aug 21, 2020 11:36 PM",Very nice monitor.,"The monitor is great for our needs but the Geek Squad agent that came and checked out of other monitor stated he really thought it was the mother board and suggested we would be better off to get another one.  This is the reason for the purchase.  When we got this 24"" LG monitor home, out of curiosity, my husband took the new cable from the new 24"" monitor and hooked it up to our supposed bad monitor and it worked perfectly fine.  Your tech should have checked this out himself and then furnished us with a new cable and then we wouldn't of had to buy another monitor.  But we have a spare if we need it.",5
15,2020-10-26 01:05:57.430436,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Oct 2, 2020 4:58 PM",Absolutely beautiful picture!,I was looking to get a new monitor and this seemed to fit the “bill” quite nicely.  The price point was excellent!!  Much to my great surprise this monitor’s picture is outstanding!  The black is black and every pixel is super sharp!  Love picture the quality! Also the navigation of the internal settings pretty slick as well!  The only missing thing is a USB port that would have made this a perfect purchase!!,5
16,2020-10-26 01:05:57.457056,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Oct 4, 2020 12:54 PM",Good monitor for the price,"I purchased this monitor for my home office for when I work from home. I have two other LG monitors on my personal desktop (both 29""), and they have been excellent montiors. It renders fine for what I need it to do. I also use it on another desktop, and it works well with that device as well. I recommend this monitor is you are looking for a replacement montior or a seperate monitor for a lapotp.",5
17,2020-10-26 01:05:57.483944,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Oct 17, 2020 12:44 PM",Excellent for the office,"We purchased four of these over the course of two months, when they where on sale ($129 each). For the price and what they do for our office, they are excellent and I would recommend them. We are not gaming, so I can't comment on that. For general office, watching videos, and quality when watching video conferences they are excellent monitors.",5
18,2020-10-26 01:05:57.511335,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"May 31, 2020 4:52 PM",Great Monitor - Saved my neck!,"I'd definitely recommend this monitor! I purchased it because my neck was starting to hurt by looking down at my laptop all the time. I was looking for a relatively affordable monitor that I could hook up to my MacBook Pro, and this one fit the bill. I love it, and only have a few cons I'd like to share, just in case it helps someone else while making a purchase: 

1. My eyes are very sensitive to light, and I usually turn my brightness down pretty low. The brightness on the monitor doesn't change when I turn down the brightness on my laptop. Thankfully, I have blue light glasses, so that helps. But it does feel a bit too bright for me at times. 

2. Going from my retina display on my laptop to the display on this monitor was something I had to get used to. The non-retina display means that some things look a little blurry, and lettering isn't as sharp. But hey - better to save my neck than to worry about the sharpness of the display! It's definitely good enough :) 
3. The colors on this monitor show a bit darker and less vibrant than the colors on my laptop. Not a huge deal, since I'm not doing a lot of design work. But if you were - or if you were editing photos or making graphics, I might say go with a monitor that matches color better! 

Once again, I do love the monitor and it has made a huge difference in my neck and back aches! I'd recommend if that's all you need it for!Read more ",4
19,2020-10-26 01:05:57.538762,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true,6362423,"Oct 23, 2020 4:56 PM",Monitor,This is a terrific monitor that I bought for my fourth grader for school. It is Very easy to set up and It is certainly a very reasonable price.  I would add that for the price it seems that the screen resolution is great. Based on the above I would strongly recommend this monitor.,5
20,2020-10-26 01:06:11.824415,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 10, 2020 5:04 PM",Does the Job,"Have been using this monitor almost daily for about a month.  The monitor performance is exactly what I needed.  Color is great and text, even very small text, is crisp and easy to read.  My only caution is that operating instructions are not very clear.  It took a little trial and error to figure out how to access monitor controls.",5
21,2020-10-26 01:06:11.870723,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 2, 2020 11:34 PM",Need a new monitor this fit's the bill,"Want a monitor to replace your old one this one does the job and the features on this one are not the best but get the job done. 

There is a headphone jack on the back of this monitor two HDMI and a DVI ports for computers that use those and has a cd that you can use for the monitor with your mouse.

but the choice is up to you to get this monitor or not .",5
22,2020-10-26 01:06:11.926660,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 23, 2020 7:09 PM",Beautiful Picture. Great for work or Gaming.,"This monitor is fantastic! I work full time from home and this has enhanced my speed and productivity. The 24'' is prime for multi tasking as I toggle between tasks during the work day.  I noticed such a difference, I purchased a second monitor (the same one) for my assistant.",5
23,2020-10-26 01:06:11.953843,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 10, 2020 2:32 AM",Outstanding Computer Monitor!,"This is my first ever monitor I bought and it is awesome! My favorite feature is the software that let's you use up to 8 windows on one screen. For me, this was a game changer because I was about to buy another one of these monitors for a second screen for my laptop setup. Thank you again LG for your innovative technology!",5
24,2020-10-26 01:06:11.980910,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 2, 2020 10:25 PM",Good basic monitor,"Purchased as second monitor in 2-montor setup at vacation home.  Was a quick purchase on sale without much research.  The screen is sufficiently bright and has good color.  However, I wish I had purchased something with a bit more resolution.  Small text is a bit grainy.  For something you are working up close daily, I recommend something with more resolution.  If this is simply a display monitor from a distance greater than 3-feet, it is excellent.",4
25,2020-10-26 01:06:12.008191,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Sep 18, 2020 6:24 PM","So nice, I bought it twice","Bought two of these on a half off sale for my sons new build. He absolutely loved them, and the 75hz refresh rate is an added plus. The overall build leaves a little to be desired compared to my 144 Asus's, but It was a great deal, and they work great. The color, brightness, and refresh rate are perfect. He loved them, and they should be able to last him a few years.",5
26,2020-10-26 01:06:12.034437,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 17, 2020 6:31 AM",Great value,Nice screen and the sale price was fantastic. Easy to use controls. I have it connected to 2 laptops and it's simple to switch between  them as needed and change  any of the settings. The images and colors are good for a screen at this price point.,5
27,2020-10-26 01:06:12.061209,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Aug 29, 2020 9:33 AM",Great monitor,"Unfortunately I had to return it, not because anything was bad. I was because my desk top is older and is not set up to run 2 monitors.  I was so disappointed. I picked the LG - 24"" IPS LED FHD FreeSync Monitor  because I already have one.",5
28,2020-10-26 01:06:12.093350,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Sep 25, 2020 6:06 PM",Great monitor for gaming/videos,I was looking for a IP Monitor that runs at 144 HZ as recommended from a friend. This was for my first every self-built PC and I have absolutely zero regrets. The quality is crisp and monitor is vertically movable to fit your needs. Will recommend to anyone looking for a HD computer screen. 10/10,5
29,2020-10-26 01:06:12.126991,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Sep 25, 2020 6:58 PM",Very nice basic monitor,"Price was right for a 24"" monitor used in business.   The only criticism I have was they hid the power button and there was no documentation as to it's location.  Took me a few minutes to find and learn how to access the on screen menu. The easy setup guide was useless for this.",5
30,2020-10-26 01:06:12.162908,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 19, 2020 8:32 PM",Heck of a deal,"This monitor is easy for the eyes. I wasn’t bought to game, but it is used for school and used 6 hrs a day. I have not had any issues and setup was very simple. Color rate seems legit.",5
31,2020-10-26 01:06:12.196925,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Jul 10, 2020 2:58 PM",Perfect Product,I recently purchase this monitor and it’s really great and work perfectly fine. I highly recommend this to everyone who are looking for 24inch monitor along with the good price tag. I would like to confirm that it’s great to work on but only issue which I felt (personally) that Monitor stand is little fussy saying if you type fast on your keyboard you will see your monitor will start shaking. The monitor stand can be made little better or stronger. But as whole it is a great product.,5
32,2020-10-26 01:06:12.227011,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Aug 28, 2020 6:53 PM",Top Notch LG Monitor,I truly like LG products.  All 3 of my TVs are LGs and so is my phone.  I have a computer with an approximate 15 inch screen.  I wanted a monitor and found the 24 inch LG at Best Buy on sale.  It was a very easy decision to buy it.  I really like the size and the colors on the things I have watched on it are brilliant.,5
33,2020-10-26 01:06:12.259261,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Sep 5, 2020 12:28 PM",Great Value!,"I bought this monitor to serve as a second screen in my work-from-home setup. I only use it for work-related software and the occasional Youtube video, so I can't say how it performs for games.
Installation was pretty much plug-and-play. I didn't have to install additional software or drivers.",5
34,2020-10-26 01:06:12.287992,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 2, 2020 6:55 PM",Great for Laptop Inprovement,This monitor gives me much better resolution than the laptop screen. It also provides greater space to leave programs open. Silly to have an i7 professor and be limited by the laptops own monitor. A good solution.,5
35,2020-10-26 01:06:12.315127,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 25, 2020 5:08 PM",Nice affordable monitor,"Great monitor for working and live-streaming in a multiple displays setting.
Works great with a MacBook Pro 2012, and a mini-display port to HDMI adapter.",5
36,2020-10-26 01:06:12.342116,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 24, 2020 11:13 AM",Great monitor for work with 2 hdmi's,"Great monitor with 2 hdmi's. Power adapter with a thin cable is nice, but I don't like the LG software for screen split and other functions. I ended up uninstalling it. Otherwise, the monitor itself is excellent.",4
37,2020-10-26 01:06:12.369942,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Apr 17, 2020 4:55 PM",Great monitor!,"This monitor is perfect for my needs. I purchased it once I had to begin working from home as an additional screen so that I wouldn't have to stare at my tiny laptop all day, and it was a great decision. Good value for the price. It is a little wobbly (could be user installation error), but I would recommend it if you are looking for a good screen! 

(I don't use it for gaming - just work, videos, etc.)",5
38,2020-10-26 01:06:12.397145,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Sep 25, 2020 4:55 PM",Good quality and picture for price!,"Got this on sale for 129$, initially ordered an Asus brand and the item was defective. Have owned LG TV product for years and it’s lasted well, and I imagine the same will be the case with this new monitor.",5
39,2020-10-26 01:06:12.424225,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=2,6362423,"Oct 10, 2020 11:42 AM","LG 24"" LED Monitor",Another great deal from Best Buy. I think LG products are of the best quality on the market. And it had fantastic resolution. Perfectly clear pictures and sharp images.,5
40,2020-10-26 01:06:27.383511,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Sep 29, 2020 10:53 AM",Monitor worked as described,these monitors are great. they worked as described. they are easy to connect. the image quality is on par with what you would expected. i would recommend for personal or small office usage.,5
41,2020-10-26 01:06:27.427566,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Aug 31, 2020 5:05 AM","75Hz, good color calibration","don't settle for 60Hz. This is a good monitor that covers all the basics, compatible with AMD FreeSync, and good color calibration / reproduction",5
42,2020-10-26 01:06:27.480682,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 16, 2020 5:21 PM",Great monitor,This monitor has worked out great. Actually bought 2 for a split screen setup and I am very pleased. A great value along with great vibrant colors.,5
43,2020-10-26 01:06:27.508408,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Aug 7, 2020 10:15 PM",I'm guessing since I'm still waiting on delivery,"Ordered July 11.  Shipped July 12 via UPS SurePost.  One week to go from GA to CA, then to HI via USPS Parcel Post.  Parcel Post takes 4 to 8 weeks.

Other orders I made with Best Buy were shipped Priority Mail.  I usually get those in a week.

So... the monitor looks good, at least according to the pictures.  Look at the red glow of the alien eyes.  Wowza!  And the pew pew of its laser gun, RAD!",4
44,2020-10-26 01:06:27.534891,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 7, 2020 5:22 PM",Solid monitor for the price!,"Excellent color representation and clear screen that has thus far worked great for moderate use. (Movies, streaming, work, games....all of the above here and there)",5
45,2020-10-26 01:06:27.562028,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 15, 2020 9:55 PM",Great Monitor,This is a great Monitor to have. I really enjoyed it for gaming. It really a great deal and you get your value of this item. I would buy again.,5
46,2020-10-26 01:06:27.590673,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 2, 2020 7:52 PM",Excellent for the Price,Really enjoyed my screen. I purchased it because I wanted an extra monitor to review my spreadsheets. I like the extra view and for the money it was a great investment.,5
47,2020-10-26 01:06:27.617458,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Sep 25, 2020 4:50 PM",On our way to buy a second!,Love the screen size. Great picture. Husband uses for work and the size allows him to see much more than his previous one. He is about to buy another o e to keep at our weekend house.,5
48,2020-10-26 01:06:27.644824,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Aug 7, 2020 6:59 PM",You get what you pay for,"Originally I bought this monitor as a secondary screen for my laptop which was completely fine to scroll through my twitch chat or to watch videos from YouTube or Facebook etc.... but if you want a gaming monitor look somewhere else, the input lag is like 4 second which renders it unplayable,to be honest. The employees were aware enough to let me know before I bought it though :)",4
49,2020-10-26 01:06:27.671526,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 18, 2020 5:26 PM",Nice monitor,"Very nice monitor! Colors are vibrant but not overwhelming, and text is crisp enough so I don't have to use my computer glasses :-)",5
50,2020-10-26 01:06:27.698114,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 21, 2020 4:20 PM",Good Monitors,"very good monitors, I bought 2 to use as a at home civil 3d machine and gaming computer. so far doing great at both.",5
51,2020-10-26 01:06:27.724901,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Sep 25, 2020 5:08 PM",Great monitor for the price!!,Bought this after one of my other monitors quit unexpectedly the day before going back to work. Needed something inexpensive that would work with my setup. No issues at this time,5
52,2020-10-26 01:06:27.751441,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 10, 2020 10:42 AM",This is a good deal,"Whether you use this monitor to watch TV or as a second monitor for your laptop, you will not be disappoint in the image quality. Setup is a breeze. The colors are clear and bright. This is a good purchase.",4
53,2020-10-26 01:06:27.778175,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 7, 2020 2:11 PM",Nice Large Size and Nice Clear Picture,"Since I do a lot of writing I wanted an upgrade from the the 18 inch monitor I was already using. The LG 24"" is much wider and clearer and does the job.",5
54,2020-10-26 01:06:27.806337,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Sep 11, 2020 10:41 AM",Great Entry Level General Purpose Monitor,"Bought two of these for desktop computers for our kids.  Used for schoolwork, gaming, and general web browsing.  Great quality, tilt feature, came with HDMI cables.  Perfectly happy, would purchase again.",5
55,2020-10-26 01:06:27.834741,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 18, 2020 12:56 PM",Good Monitor,Good monitor for a good price.  It was easy to set up.  I have had it for a little over a month and have not had any issues.,5
56,2020-10-26 01:06:27.861287,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 17, 2020 7:25 AM",LG monitor,"Bought this to replace my old monitor.
I am pleased with it and it suits my need for extending my laptop display.
Works well with streaming videos as well as general computing needs.",4
57,2020-10-26 01:06:27.887735,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Sep 25, 2020 5:37 PM",Decent monitor for the price.,My 11 year old monitor is having issues so this was an inexpensive replacement. I like the picture and clarity of my old monitor better but this one serves the purpose. Next time I would spend a bit more for better refresh and picture.,4
58,2020-10-26 01:06:27.914127,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 17, 2020 2:29 PM",Great monitor if you can get it on sale.,"Great monitor. I purchased this on sale for $70 off. I use it for work, and it's a perfect monitor for size and ease of use.",5
59,2020-10-26 01:06:27.940401,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=3,6362423,"Oct 10, 2020 1:04 PM",Just what I needed for a second monitor,"New business owner, and needed an extra monitor...nothing fancy; just so I didn’t have to switch between windows and such on my MacBook.  Love it.  Such a simple thing helps me be more productive.",4
60,2020-10-26 01:06:44.023099,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=4,6362423,"Sep 19, 2020 6:17 PM",Great size,Needed new monitors for home office.  These work perfectly for replacing the ones that need to go back to my office.  Like the smaller base.  They take up less room on the desk.,5
61,2020-10-26 01:06:44.057627,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=4,6362423,"Oct 9, 2020 10:03 PM",Great,Color clarity size all terrific. Customer service was excellent we needed this to replace an old monitor that stopped working. Thanks,5
62,2020-10-26 01:06:44.085813,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=4,6362423,"Oct 16, 2020 5:17 PM",Good inexpensive monitor.,Great size screen for a quality price. Basic inexpensive monitor. No issues yet and hopefully that remains for a while.,5
63,2020-10-26 01:06:44.112448,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=4,6362423,"Oct 2, 2020 4:54 PM",Great monitor for the price!,Got this for my wife's home office and the picture quality is great.  Good monitor for someone looking to have in addition to their laptop screen.,5
64,2020-10-26 01:06:44.141816,https://www.bestbuy.com/site/reviews/lg-24-ips-led-fhd-freesync-monitor-black/6362423?variant=A&verifiedPurchaseOnly=true&page=4,6362423,"Jul 11, 2020 9:11 AM",Capable of graphic design,This monitor is amazing. I don't know about gaming but for professional applications like graphic design or video editing it works great. The colors are pretty close. I honestly didn't think it was possible for a monitor under $600 to properly render colors in a graphic design environment but this is absolutely amazing.,5
